88.408839,79.43726,85.334714,31.732604
64.376501,79.302212,86.892704,79.766615
68.501875,50.660187,40.940012,42.109596
60.042441,62.024406,64.407887,79.045984
85.451599,31.153343,106.984408,33.252943
37.871116,48.545828,59.532438,61.614036
79.891559,3.640871,52.409896,31.159184
53.061169,32.445687,71.996351,30.666463
72.90502,31.833907,72.310471,53.10223
43.403001,34.153896,5.621539,44.362191
107.160879,31.530018,81.142554,3.812545
4.467778,44.449372,28.945157,72.406937
29.827502,71.64379,35.898282,50.70423
71.23113,55.103464,66.545841,49.658221
