69.37547,25.454463,51.87216,25.406266
53.121455,28.294862,73.138824,28.712645
43.29887,38.559469,56.399064,61.43165
55.626462,60.588092,68.156313,61.084271
30.622855,25.547552,14.385311,25.997275
16.292125,42.897077,39.771911,53.495699
69.248334,60.24064,55.422289,38.252463
20.800501,15.404815,32.709168,24.896708
50.302774,25.189104,45.294859,14.53011
36.811501,33.657075,55.626693,34.327501
4.676857,19.913067,15.560297,24.527604
45.048142,49.387254,30.749457,42.852669
85.286627,40.292423,61.539779,31.533876
14.026058,13.371288,4.842615,18.901517
29.968266,41.430146,38.624012,35.052231
13.120547,29.309139,41.992109,27.357028
54.442712,38.184527,44.333222,37.609516
25.043688,34.830011,16.14537,41.336645
76.860306,51.951302,85.940165,42.167488
66.807418,18.314329,53.028337,13.395796
29.844389,31.324942,25.523008,34.222912
56.665761,34.912681,73.976453,41.649146
70.61483,52.467833,76.884429,52.57539
73.370484,42.050303,66.873309,48.123191
41.876687,6.75723,16.881818,6.399133
21.868884,8.410077,36.888788,8.732311
39.386444,11.585866,23.112464,10.941712
53.172831,29.557065,35.651992,28.772335
63.223978,53.804118,54.308531,52.258375
