93.130882,41.782093,89.575663,89.389985
76.788604,86.89053,80.528,107.693044
80.624364,108.186661,108.134329,108.470345
38.211886,70.40171,69.57683,82.606312
109.329822,42.371076,133.223169,44.54705
70.088101,83.657714,76.981322,90.510718
109.002227,108.148098,108.076463,43.107899
59.757797,43.337749,3.439324,58.076101
103.08633,2.915909,69.596182,41.889202
79.048565,71.538499,47.059931,60.107488
88.968341,79.50719,79.18537,72.126345
134.005443,43.406924,103.077274,2.864995
29.010768,98.032192,35.895565,71.012449
70.584581,43.08962,91.892125,42.419602
4.204758,58.766877,26.726126,98.754842
42.501057,58.895216,61.274167,43.635816
-0.166275,18.782973,13.762363,0.166628
7.81007,0.372791,0.000323,10.124733
