70.642168,41.081243,91.815153,40.284534
24.405223,65.56774,58.54162,83.58568
58.782025,57.736084,80.733725,94.820723
88.178773,36.107274,65.584138,36.808657
81.864929,95.118873,96.858992,94.820515
23.499518,18.971542,41.050302,35.263424
49.139914,48.966118,59.711562,51.920807
7.42577,28.446874,20.886312,36.434652
64.441301,36.199776,55.524764,18.817632
66.060441,81.233875,60.67155,74.024568
22.565856,23.678413,17.591744,18.65279
58.047086,82.097297,65.658071,82.500068
98.047567,93.983448,72.636972,54.690607
16.140367,18.665718,7.809768,26.605749
15.74197,43.333426,57.027163,40.022229
60.557979,74.498626,41.434731,64.131383
96.744984,80.610051,105.530648,79.707029
105.109733,56.77087,93.777081,51.674879
25.626956,10.317191,46.876098,10.452239
41.823227,64.120162,51.944941,51.933088
40.546509,37.0923,19.324101,38.705318
105.309957,79.835439,114.625379,61.370693
49.162609,52.217507,40.043527,46.562697
83.004517,34.349798,84.612359,26.663182
39.881298,46.050998,24.524483,64.302524
84.038922,25.235349,65.229376,17.887785
49.379356,7.891115,20.625934,7.806715
73.180377,56.978388,60.571577,56.687045
50.615875,14.583662,26.866804,14.435092
60.41203,51.991844,73.166301,49.594753
98.086887,62.411795,92.089439,73.243731
92.58294,74.044974,95.645871,80.61527
93.355884,51.329257,80.062239,45.705207
55.769286,18.058758,38.225214,20.197179
115.364407,60.188974,105.160284,56.922132
76.312015,51.724495,98.915152,62.812418
64.350668,23.235473,75.605324,25.714333
36.961326,20.041598,25.590371,18.359028
63.125789,40.631785,46.805755,42.529509
33.469682,34.556692,16.925401,29.218788
58.038945,38.797008,70.494761,40.392049
77.669339,25.499551,75.573834,33.110913
40.507042,21.930382,46.444665,34.577043
38.102558,70.461097,45.63254,69.430067
88.033811,83.435297,77.001879,80.19326
53.215454,34.78852,60.633923,33.16579
