26.856515,40.167568,65.822929,102.532349
66.818194,9.849853,46.658098,7.438124
21.011694,12.99293,22.438948,30.68036
6.915836,47.603301,15.709799,48.291644
32.112902,31.817647,31.344978,11.89543
78.37994,100.043614,33.135017,32.708186
45.522462,18.40018,81.89595,14.574169
89.392244,17.03366,46.851323,21.657151
58.050219,38.764455,103.139313,33.241858
113.2139,40.16749,58.205011,46.338252
132.903849,87.180637,104.189756,55.897678
115.649517,92.964967,127.01575,94.706257
22.112498,30.868392,6.915431,45.697455
66.865358,102.974087,79.314535,102.178666
89.345835,30.36205,65.473585,33.00987
57.753124,47.544363,66.165881,60.267356
73.170714,49.749897,105.795312,45.771703
45.700261,23.354417,57.604861,38.812934
65.145357,33.696388,58.694458,26.373361
56.86114,13.912109,43.123457,14.323462
101.939898,49.927531,84.533216,51.972034
59.370674,24.331914,82.018873,22.057924
92.094739,56.571896,117.866489,84.612593
79.538833,10.608706,67.99443,12.141771
16.362148,48.859029,26.388577,38.893222
67.996515,59.927134,76.872799,59.341638
128.724302,94.187,130.916875,86.598177
77.34722,57.603873,71.345681,51.199635
114.339938,53.290761,123.121178,53.006797
29.417574,10.927171,20.639892,11.167932
82.477979,21.335336,90.310777,28.469971
105.083894,32.435421,89.825568,17.702967
44.348163,11.115903,58.125324,11.869072
107.541482,53.818925,102.765351,49.802697
105.958121,45.159389,113.539042,54.020787
123.422544,51.57318,113.445093,41.550732
127.201078,0.202514,139.088163,9.37707
